overs,battingteam,bowlingteam,venue,season,runs
5,Lucknow Super Giants,Kolkata Knight Riders,Dr DY Patil Sports Academy,2022,43
5,Lucknow Super Giants,Kolkata Knight Riders,Dr DY Patil Sports Academy,2022,44
0,Kolkata Knight Riders,Lucknow Super Giants,Dr DY Patil Sports Academy,2022,0
0,Kolkata Knight Riders,Lucknow Super Giants,Dr DY Patil Sports Academy,2022,4
1,Kolkata Knight Riders,Lucknow Super Giants,Dr DY Patil Sports Academy,2022,4
1,Kolkata Knight Riders,Lucknow Super Giants,Dr DY Patil Sports Academy,2022,8
2,Kolkata Knight Riders,Lucknow Super Giants,Dr DY Patil Sports Academy,2022,8
2,Kolkata Knight Riders,Lucknow Super Giants,Dr DY Patil Sports Academy,2022,9
2,Kolkata Knight Riders,Lucknow Super Giants,Dr DY Patil Sports Academy,2022,10
3,Kolkata Knight Riders,Lucknow Super Giants,Dr DY Patil Sports Academy,2022,11
3,Kolkata Knight Riders,Lucknow Super Giants,Dr DY Patil Sports Academy,2022,15
3,Kolkata Knight Riders,Lucknow Super Giants,Dr DY Patil Sports Academy,2022,19
3,Kolkata Knight Riders,Lucknow Super Giants,Dr DY Patil Sports Academy,2022,23
3,Kolkata Knight Riders,Lucknow Super Giants,Dr DY Patil Sports Academy,2022,27
3,Kolkata Knight Riders,Lucknow Super Giants,Dr DY Patil Sports Academy,2022,31
4,Kolkata Knight Riders,Lucknow Super Giants,Dr DY Patil Sports Academy,2022,35
4,Kolkata Knight Riders,Lucknow Super Giants,Dr DY Patil Sports Academy,2022,41
4,Kolkata Knight Riders,Lucknow Super Giants,Dr DY Patil Sports Academy,2022,45
4,Kolkata Knight Riders,Lucknow Super Giants,Dr DY Patil Sports Academy,2022,46
4,Kolkata Knight Riders,Lucknow Super Giants,Dr DY Patil Sports Academy,2022,47
5,Kolkata Knight Riders,Lucknow Super Giants,Dr DY Patil Sports Academy,2022,51
5,Kolkata Knight Riders,Lucknow Super Giants,Dr DY Patil Sports Academy,2022,55
5,Kolkata Knight Riders,Lucknow Super Giants,Dr DY Patil Sports Academy,2022,59
5,Kolkata Knight Riders,Lucknow Super Giants,Dr DY Patil Sports Academy,2022,60
0,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2022,0
0,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2022,1
0,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2022,5
1,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2022,9
1,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2022,11
1,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2022,12
2,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2022,13
2,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2022,17
2,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2022,18
2,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2022,19
2,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2022,23
3,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2022,23
3,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2022,27
3,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2022,31
4,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2022,32
4,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2022,38
4,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2022,42
4,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2022,46
5,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2022,46
5,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2022,48
5,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2022,49
5,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2022,50
5,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2022,56
5,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2022,57
0,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2022,1
0,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2022,2
1,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2022,3
1,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2022,4
1,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2022,10
2,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2022,14
2,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2022,15
2,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2022,16
2,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2022,20
3,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2022,26
3,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2022,27
3,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2022,28
3,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2022,29
4,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2022,29
4,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2022,30
4,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2022,34
4,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2022,38
4,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2022,39
4,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2022,45
5,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2022,46
5,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2022,47
5,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2022,49
5,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2022,50
5,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2022,51
0,Delhi Capitals,Punjab Kings,Dr DY Patil Sports Academy,2022,0
0,Delhi Capitals,Punjab Kings,Dr DY Patil Sports Academy,2022,1
0,Delhi Capitals,Punjab Kings,Dr DY Patil Sports Academy,2022,2
0,Delhi Capitals,Punjab Kings,Dr DY Patil Sports Academy,2022,3
0,Delhi Capitals,Punjab Kings,Dr DY Patil Sports Academy,2022,5
1,Delhi Capitals,Punjab Kings,Dr DY Patil Sports Academy,2022,7
1,Delhi Capitals,Punjab Kings,Dr DY Patil Sports Academy,2022,13
1,Delhi Capitals,Punjab Kings,Dr DY Patil Sports Academy,2022,19
1,Delhi Capitals,Punjab Kings,Dr DY Patil Sports Academy,2022,20
2,Delhi Capitals,Punjab Kings,Dr DY Patil Sports Academy,2022,21
2,Delhi Capitals,Punjab Kings,Dr DY Patil Sports Academy,2022,27
2,Delhi Capitals,Punjab Kings,Dr DY Patil Sports Academy,2022,31
2,Delhi Capitals,Punjab Kings,Dr DY Patil Sports Academy,2022,35
3,Delhi Capitals,Punjab Kings,Dr DY Patil Sports Academy,2022,35
3,Delhi Capitals,Punjab Kings,Dr DY Patil Sports Academy,2022,36
3,Delhi Capitals,Punjab Kings,Dr DY Patil Sports Academy,2022,40
3,Delhi Capitals,Punjab Kings,Dr DY Patil Sports Academy,2022,44
3,Delhi Capitals,Punjab Kings,Dr DY Patil Sports Academy,2022,45
4,Delhi Capitals,Punjab Kings,Dr DY Patil Sports Academy,2022,49
4,Delhi Capitals,Punjab Kings,Dr DY Patil Sports Academy,2022,51
4,Delhi Capitals,Punjab Kings,Dr DY Patil Sports Academy,2022,52
4,Delhi Capitals,Punjab Kings,Dr DY Patil Sports Academy,2022,53
5,Delhi Capitals,Punjab Kings,Dr DY Patil Sports Academy,2022,53
5,Delhi Capitals,Punjab Kings,Dr DY Patil Sports Academy,2022,54
5,Delhi Capitals,Punjab Kings,Dr DY Patil Sports Academy,2022,55
5,Delhi Capitals,Punjab Kings,Dr DY Patil Sports Academy,2022,59
0,Punjab Kings,Delhi Capitals,Dr DY Patil Sports Academy,2022,0
0,Punjab Kings,Delhi Capitals,Dr DY Patil Sports Academy,2022,4
0,Punjab Kings,Delhi Capitals,Dr DY Patil Sports Academy,2022,5
0,Punjab Kings,Delhi Capitals,Dr DY Patil Sports Academy,2022,6
1,Punjab Kings,Delhi Capitals,Dr DY Patil Sports Academy,2022,7
1,Punjab Kings,Delhi Capitals,Dr DY Patil Sports Academy,2022,11
1,Punjab Kings,Delhi Capitals,Dr DY Patil Sports Academy,2022,12
1,Punjab Kings,Delhi Capitals,Dr DY Patil Sports Academy,2022,13
1,Punjab Kings,Delhi Capitals,Dr DY Patil Sports Academy,2022,14
2,Punjab Kings,Delhi Capitals,Dr DY Patil Sports Academy,2022,20
2,Punjab Kings,Delhi Capitals,Dr DY Patil Sports Academy,2022,21
2,Punjab Kings,Delhi Capitals,Dr DY Patil Sports Academy,2022,22
2,Punjab Kings,Delhi Capitals,Dr DY Patil Sports Academy,2022,23
2,Punjab Kings,Delhi Capitals,Dr DY Patil Sports Academy,2022,27
3,Punjab Kings,Delhi Capitals,Dr DY Patil Sports Academy,2022,31
3,Punjab Kings,Delhi Capitals,Dr DY Patil Sports Academy,2022,32
3,Punjab Kings,Delhi Capitals,Dr DY Patil Sports Academy,2022,34
3,Punjab Kings,Delhi Capitals,Dr DY Patil Sports Academy,2022,38
4,Punjab Kings,Delhi Capitals,Dr DY Patil Sports Academy,2022,38
4,Punjab Kings,Delhi Capitals,Dr DY Patil Sports Academy,2022,42
4,Punjab Kings,Delhi Capitals,Dr DY Patil Sports Academy,2022,43
4,Punjab Kings,Delhi Capitals,Dr DY Patil Sports Academy,2022,44
5,Punjab Kings,Delhi Capitals,Dr DY Patil Sports Academy,2022,48
5,Punjab Kings,Delhi Capitals,Dr DY Patil Sports Academy,2022,49
5,Punjab Kings,Delhi Capitals,Dr DY Patil Sports Academy,2022,53
5,Punjab Kings,Delhi Capitals,Dr DY Patil Sports Academy,2022,54
0,Rajasthan Royals,Lucknow Super Giants,Brabourne Stadium,2022,0
0,Rajasthan Royals,Lucknow Super Giants,Brabourne Stadium,2022,4
0,Rajasthan Royals,Lucknow Super Giants,Brabourne Stadium,2022,8
1,Rajasthan Royals,Lucknow Super Giants,Brabourne Stadium,2022,9
1,Rajasthan Royals,Lucknow Super Giants,Brabourne Stadium,2022,10
1,Rajasthan Royals,Lucknow Super Giants,Brabourne Stadium,2022,11
2,Rajasthan Royals,Lucknow Super Giants,Brabourne Stadium,2022,11
2,Rajasthan Royals,Lucknow Super Giants,Brabourne Stadium,2022,15
2,Rajasthan Royals,Lucknow Super Giants,Brabourne Stadium,2022,16
3,Rajasthan Royals,Lucknow Super Giants,Brabourne Stadium,2022,20
3,Rajasthan Royals,Lucknow Super Giants,Brabourne Stadium,2022,21
3,Rajasthan Royals,Lucknow Super Giants,Brabourne Stadium,2022,25
4,Rajasthan Royals,Lucknow Super Giants,Brabourne Stadium,2022,25
4,Rajasthan Royals,Lucknow Super Giants,Brabourne Stadium,2022,29
4,Rajasthan Royals,Lucknow Super Giants,Brabourne Stadium,2022,30
5,Rajasthan Royals,Lucknow Super Giants,Brabourne Stadium,2022,34
5,Rajasthan Royals,Lucknow Super Giants,Brabourne Stadium,2022,36
5,Rajasthan Royals,Lucknow Super Giants,Brabourne Stadium,2022,41
5,Rajasthan Royals,Lucknow Super Giants,Brabourne Stadium,2022,45
5,Rajasthan Royals,Lucknow Super Giants,Brabourne Stadium,2022,51
0,Lucknow Super Giants,Rajasthan Royals,Brabourne Stadium,2022,1
0,Lucknow Super Giants,Rajasthan Royals,Brabourne Stadium,2022,2
0,Lucknow Super Giants,Rajasthan Royals,Brabourne Stadium,2022,3
1,Lucknow Super Giants,Rajasthan Royals,Brabourne Stadium,2022,7
1,Lucknow Super Giants,Rajasthan Royals,Brabourne Stadium,2022,8
1,Lucknow Super Giants,Rajasthan Royals,Brabourne Stadium,2022,9
1,Lucknow Super Giants,Rajasthan Royals,Brabourne Stadium,2022,14
1,Lucknow Super Giants,Rajasthan Royals,Brabourne Stadium,2022,15
2,Lucknow Super Giants,Rajasthan Royals,Brabourne Stadium,2022,15
2,Lucknow Super Giants,Rajasthan Royals,Brabourne Stadium,2022,19
2,Lucknow Super Giants,Rajasthan Royals,Brabourne Stadium,2022,21
3,Lucknow Super Giants,Rajasthan Royals,Brabourne Stadium,2022,21
3,Lucknow Super Giants,Rajasthan Royals,Brabourne Stadium,2022,22
4,Lucknow Super Giants,Rajasthan Royals,Brabourne Stadium,2022,22
4,Lucknow Super Giants,Rajasthan Royals,Brabourne Stadium,2022,23
5,Lucknow Super Giants,Rajasthan Royals,Brabourne Stadium,2022,29
5,Lucknow Super Giants,Rajasthan Royals,Brabourne Stadium,2022,33
5,Lucknow Super Giants,Rajasthan Royals,Brabourne Stadium,2022,34
0,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,2022,0
0,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,2022,1
0,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,2022,4
1,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,2022,5
1,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,2022,6
1,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,2022,7
1,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,2022,8
2,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,2022,8
2,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,2022,9
2,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,2022,10
2,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,2022,11
3,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,2022,12
3,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,2022,13
3,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,2022,14
3,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,2022,15
4,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,2022,15
4,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,2022,19
4,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,2022,25
4,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,2022,29
4,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,2022,30
5,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,2022,32
5,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,2022,33
5,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,2022,39
5,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,2022,45
5,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,2022,47
0,Gujarat Titans,Chennai Super Kings,Wankhede Stadium,2022,0
0,Gujarat Titans,Chennai Super Kings,Wankhede Stadium,2022,4
0,Gujarat Titans,Chennai Super Kings,Wankhede Stadium,2022,8
0,Gujarat Titans,Chennai Super Kings,Wankhede Stadium,2022,12
1,Gujarat Titans,Chennai Super Kings,Wankhede Stadium,2022,12
1,Gujarat Titans,Chennai Super Kings,Wankhede Stadium,2022,13
1,Gujarat Titans,Chennai Super Kings,Wankhede Stadium,2022,17
1,Gujarat Titans,Chennai Super Kings,Wankhede Stadium,2022,18
1,Gujarat Titans,Chennai Super Kings,Wankhede Stadium,2022,19
2,Gujarat Titans,Chennai Super Kings,Wankhede Stadium,2022,23
2,Gujarat Titans,Chennai Super Kings,Wankhede Stadium,2022,24
2,Gujarat Titans,Chennai Super Kings,Wankhede Stadium,2022,25
2,Gujarat Titans,Chennai Super Kings,Wankhede Stadium,2022,29
3,Gujarat Titans,Chennai Super Kings,Wankhede Stadium,2022,29
3,Gujarat Titans,Chennai Super Kings,Wankhede Stadium,2022,33
3,Gujarat Titans,Chennai Super Kings,Wankhede Stadium,2022,34
3,Gujarat Titans,Chennai Super Kings,Wankhede Stadium,2022,35
4,Gujarat Titans,Chennai Super Kings,Wankhede Stadium,2022,35
4,Gujarat Titans,Chennai Super Kings,Wankhede Stadium,2022,41
4,Gujarat Titans,Chennai Super Kings,Wankhede Stadium,2022,45
5,Gujarat Titans,Chennai Super Kings,Wankhede Stadium,2022,45
5,Gujarat Titans,Chennai Super Kings,Wankhede Stadium,2022,49
5,Gujarat Titans,Chennai Super Kings,Wankhede Stadium,2022,53
0,Kolkata Knight Riders,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2022,1
0,Kolkata Knight Riders,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2022,2
0,Kolkata Knight Riders,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2022,3
0,Kolkata Knight Riders,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2022,7
0,Kolkata Knight Riders,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2022,8
0,Kolkata Knight Riders,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2022,9
1,Kolkata Knight Riders,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2022,9
1,Kolkata Knight Riders,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2022,10
1,Kolkata Knight Riders,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2022,16
1,Kolkata Knight Riders,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2022,17
2,Kolkata Knight Riders,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2022,17
2,Kolkata Knight Riders,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2022,18
3,Kolkata Knight Riders,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2022,19
3,Kolkata Knight Riders,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2022,20
4,Kolkata Knight Riders,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2022,24
4,Kolkata Knight Riders,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2022,30
4,Kolkata Knight Riders,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2022,36
4,Kolkata Knight Riders,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2022,37
4,Kolkata Knight Riders,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2022,38
5,Kolkata Knight Riders,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2022,44
5,Kolkata Knight Riders,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2022,46
5,Kolkata Knight Riders,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2022,47
5,Kolkata Knight Riders,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2022,53
5,Kolkata Knight Riders,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2022,54
5,Kolkata Knight Riders,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2022,55
0,Sunrisers Hyderabad,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,2022,0
0,Sunrisers Hyderabad,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,2022,1
1,Sunrisers Hyderabad,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,2022,5
1,Sunrisers Hyderabad,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,2022,6
1,Sunrisers Hyderabad,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,2022,7
1,Sunrisers Hyderabad,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,2022,11
2,Sunrisers Hyderabad,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,2022,11
2,Sunrisers Hyderabad,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,2022,12
2,Sunrisers Hyderabad,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,2022,13
2,Sunrisers Hyderabad,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,2022,17
3,Sunrisers Hyderabad,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,2022,21
3,Sunrisers Hyderabad,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,2022,22
3,Sunrisers Hyderabad,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,2022,23
3,Sunrisers Hyderabad,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,2022,25
3,Sunrisers Hyderabad,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,2022,27
4,Sunrisers Hyderabad,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,2022,27
4,Sunrisers Hyderabad,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,2022,28
4,Sunrisers Hyderabad,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,2022,29
4,Sunrisers Hyderabad,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,2022,30
5,Sunrisers Hyderabad,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,2022,30
5,Sunrisers Hyderabad,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,2022,31
0,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,0
0,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,1
0,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,2
0,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,8
1,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,9
1,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,13
1,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,19
1,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,20
1,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,26
1,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,30
2,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,34
2,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,35
2,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,41
2,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,42
2,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,43
3,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,43
3,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,47
3,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,49
3,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,50
4,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,56
4,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,57
4,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,59
4,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,60
5,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,64
5,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,70
5,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,71
5,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,77
5,Punjab Kings,Royal Challengers Bangalore,Brabourne Stadium,2022,83
0,Royal Challengers Bangalore,Punjab Kings,Brabourne Stadium,2022,1
0,Royal Challengers Bangalore,Punjab Kings,Brabourne Stadium,2022,5
0,Royal Challengers Bangalore,Punjab Kings,Brabourne Stadium,2022,6
0,Royal Challengers Bangalore,Punjab Kings,Brabourne Stadium,2022,7
1,Royal Challengers Bangalore,Punjab Kings,Brabourne Stadium,2022,8
1,Royal Challengers Bangalore,Punjab Kings,Brabourne Stadium,2022,12
1,Royal Challengers Bangalore,Punjab Kings,Brabourne Stadium,2022,16
1,Royal Challengers Bangalore,Punjab Kings,Brabourne Stadium,2022,17
1,Royal Challengers Bangalore,Punjab Kings,Brabourne Stadium,2022,19
2,Royal Challengers Bangalore,Punjab Kings,Brabourne Stadium,2022,23
2,Royal Challengers Bangalore,Punjab Kings,Brabourne Stadium,2022,24
2,Royal Challengers Bangalore,Punjab Kings,Brabourne Stadium,2022,30
2,Royal Challengers Bangalore,Punjab Kings,Brabourne Stadium,2022,31
3,Royal Challengers Bangalore,Punjab Kings,Brabourne Stadium,2022,33
3,Royal Challengers Bangalore,Punjab Kings,Brabourne Stadium,2022,34
4,Royal Challengers Bangalore,Punjab Kings,Brabourne Stadium,2022,34
4,Royal Challengers Bangalore,Punjab Kings,Brabourne Stadium,2022,40
